,uuid,company,description,categories,location,country,continent,num_of_employees,website,Founded,Funding Rounds,Total Funding in USD,Funding Range,Funding Stage,Number Founders
190,84bc90f0-8047-42f6-bd42-052b63467132,UserLeap,"AI-powered, continuous research for product teams.","Analytics,SaaS,Software","San Francisco,California,United States,North America",United States,North America,11-50,https://userleap.com,2018-06-01,2,20000000.0,15-25m,early_stage_venture,
191,e50b8e65-ba40-1458-3d6c-1f12cbf94037,Unioncrate,Unioncrate is a supply chain platform that simplifies demand planning and daily operations for consumer goods companies.,"Artificial Intelligence,Information Technology,Machine Learning,Predictive Analytics,SaaS,Software,Supply Chain Management","New York,New York,United States,North America",United States,North America,11-50,http://unioncrate.com,2016-07-01,4,12200000.0,5-15m,early_stage_venture,2.0
192,e2318e90-71c2-34c3-cd7a-1537382e8e39,StackShare,StackShare is on a mission to connect every developer in the world with the right tools and the companies using them.,"Cloud Computing,Computer,Developer Tools,SaaS,Software","San Francisco,California,United States,North America",United States,North America,11-50,https://stackshare.io,2014-01-01,4,7000000.0,5-15m,early_stage_venture,1.0
193,c7c869b8-1325-5593-bdec-28d7a228d822,Clara Foods,Clara makes real animal protein without the use of a single animal – starting with the world's first chickenless egg proteins.,"Food Processing,Nutrition,Sustainability","South San Francisco,California,United States,North America",United States,North America,11-50,http://www.clarafoods.com/,2015-01-01,5,46750000.0,45-55m,early_stage_venture,2.0
194,5df7b3c7-d0f4-2ff1-b7ad-74c67706cd2f,"Blavity, Inc.","Blavity, Inc. is home to the largest network of platforms and brands serving the multifaceted lives of Black millennials and gen-z.",Social Media,"Los Angeles,California,United States,North America",United States,North America,51-100,http://blavityinc.com/,2014-01-01,6,9359798.0,5-15m,early_stage_venture,4.0
195,be2f2b9b-b6d5-ae87-b8a1-bb439e673999,Point72,Point72 invests in multiple asset classes and strategies worldwide.,"Asset Management,Finance,Financial Services","Stamford,Connecticut,United States,North America",United States,North America,501-1000,https://www.point72.com/,2012-01-01,1,45171689.0,45-55m,,1.0
196,6b66c8cd-9e70-fd50-0fac-2b45530eed3c,WhatsApp,"WhatsApp is a proprietary, cross-platform, free instant messaging subscription service for smartphones.","Android,Messaging,Mobile,Subscription Service","Santa Clara,California,United States,North America",United States,North America,5001-10000,http://www.whatsapp.com,2009-01-01,3,60250000.0,55-65m,m_and_a,2.0
197,fa9ee419-6e8d-5a55-046e-53550fb2c5f4,Terminus,Terminus is on a mission to build the ABM platform and community to empower B2B marketers to be heroes in their organizations.,"Advertising,Advertising Platforms,B2B,Digital Marketing,Enterprise Software,Marketing Automation,SaaS,Sales Automation","Atlanta,Georgia,United States,North America",United States,North America,101-250,http://terminus.com,2014-01-01,4,30600000.0,25-35m,late_stage_venture,3.0
198,031a344b-c2b9-e60b-d950-1ae062026fde,Citi,CITi is an NPO supporting the ICT sector in Western Cape.,"E-Learning,Events,Internet","Cape Town,NA - South Africa,South Africa,Africa",South Africa,Africa,11-50,https://www.citi.org.za/,1998-01-01,1,20746538.0,15-25m,,
199,8e089654-a460-9677-5d36-40fe6144bfc9,Respond Software,Respond Software is a provider of automated cyber security threat protection.,"Cyber Security,Enterprise,Information Technology,Security,Software","Mountain View,California,United States,North America",United States,North America,11-50,https://respond-software.com/,2016-04-01,2,32000000.0,25-35m,m_and_a,3.0
200,e2c138e6-877b-80a7-0307-cd73b9407bdd,OpenFin,"OpenFin enables financial desktops with the same app distribution, security, and interoperability capabilities as iOS and Android.","Android,Finance,Financial Services,FinTech,iOS,Real Time,Web Development","New York,New York,United States,North America",United States,North America,51-100,http://openfin.co/,2010-08-20,9,44012879.0,35-45m,,2.0
201,722c098a-37f2-be10-6d41-bad0b2aa1bff,Lark,"Lark is a digital health startup that provides virtual care through AI coaching, smart devices, and tele-monitoring.","Artificial Intelligence,Health Care,Medical Device,Software,Wellness","Mountain View,California,United States,North America",United States,North America,101-250,http://www.lark.com,2011-01-01,8,80700000.0,75-85m,late_stage_venture,2.0
202,293cca7e-2c9b-ebc6-e470-bfc064f2c873,Rancher Labs,Rancher Labs provides an open-source container management software for enterprises.,"Cloud Computing,Information Technology,Software","Cupertino,California,United States,North America",United States,North America,101-250,http://rancher.com/,2014-01-01,4,95000000.0,85-100m,m_and_a,5.0
203,bb05ce07-7c47-4f63-a159-bb00e7dd8175,Dubsmash,Dubsmash is a developer of a viral video messaging app that lets users create and share their videos.,"Digital Entertainment,Media and Entertainment,Mobile,Music,Video","Manhattan,New York,United States,North America",United States,North America,11-50,http://www.dubsmash.com/,2014-01-01,4,20194775.0,15-25m,m_and_a,4.0
204,46a4b2ae-f9f5-de19-3c98-2cbb15916e55,Paxos,Paxos is a regulated financial institution building infrastructure to enable movement between physical and digital assets.,"Cryptocurrency,Finance,Financial Services,FinTech","New York,New York,United States,North America",United States,North America,101-250,https://www.paxos.com/,2012-01-01,3,93250000.0,85-100m,early_stage_venture,2.0
205,a93a4fdb-d905-4122-948f-6698928601c3,NestEgg,NestEgg is a real estate company that helps independent real estate investors create wealth by streamlining the property management process.,"Real Estate,Rental Property","Chicago,Illinois,United States,North America",United States,North America,11-50,https://nestegg.rent,2017-01-01,4,9850650.0,5-15m,early_stage_venture,3.0
206,b8a68928-acc8-02e3-21f1-23c7e0451c82,BlocPower,"BlocPower’s Platform Develops Greener, Smarter, Healthier Buildings","Business Intelligence,Energy,Energy Management,Renewable Energy,Solar","New York,New York,United States,North America",United States,North America,11-50,http://www.blocpower.io,2013-01-01,7,12923153.0,5-15m,,2.0
207,e92e94cc-208d-402a-41f0-a6c9f67858b3,Mayvenn,Mayvenn enables Stylists to sell products directly to their clients without the upfront costs and burdens of holding inventory.,"Beauty,E-Commerce,Mobile,Retail","Oakland,California,United States,North America",United States,North America,51-100,http://mayvenn.com/,2012-09-01,5,36000000.0,35-45m,early_stage_venture,2.0
208,dca55258-c3af-deb4-4f30-a45bb6aa72e5,SendGrid,SendGrid is a cloud-based customer communication platform that drives engagement and business growth.,"Business Development,Business Information Systems,CRM,Email,SaaS,Software","Denver,Colorado,United States,North America",United States,North America,251-500,http://www.sendgrid.com,2009-07-20,8,80368000.0,75-85m,m_and_a,3.0
209,e62c2bb7-f135-6285-1a87-d0145f36911c,Porter,Porter helps businesses optimize their last mile delivery operations.,"Internet,Logistics,Supply Chain Management","Bangalore,Karnataka,India,Asia",India,Asia,1001-5000,https://porter.in,2014-08-01,6,32070087.0,25-35m,late_stage_venture,3.0
210,e8ab70e3-01cd-acdd-3742-5e2a2b8a22ca,Benevity,Benevity is a Calgary-based company that provides a community investment solution by offering donation and grant management platforms.,"Humanitarian,Information Technology,SaaS,Social Assistance,Software","Calgary,Alberta,Canada,North America",Canada,North America,501-1000,http://www.benevity.com/,2008-01-01,4,69220249.0,65-75m,private_equity,3.0
211,23577577-ebd9-5019-5bc9-a864d19ba11c,Chooch AI,Chooch AI is the horizontal visual Al platform that quickly replicates human visual tasks and processes with AI on the edge & in the cloud.,"Artificial Intelligence,Computer Vision,Facial Recognition,Image Recognition,Machine Learning","San Francisco,California,United States,North America",United States,North America,11-50,http://www.chooch.ai,2015-12-01,3,22800000.0,15-25m,early_stage_venture,2.0
212,8bb75a65-0355-003b-5f58-2f437e83a55a,Gro Intelligence,"Gro Intelligence is a Big Data and SaaS company, creating a more connected, efficient, and productive global agriculture industry.","Agriculture,Big Data,Data Visualization,SaaS","New York,New York,United States,North America",United States,North America,11-50,http://www.gro-intelligence.com,2014-01-01,4,27400000.0,25-35m,,3.0
213,64d63786-5469-518e-d1ff-99df2479a00a,Expensify,Expensify is a financial services startup that provides an integrated expense management and corporate card product for customers worldwide.,"Accounting,Apps,Credit Cards,Financial Services,FinTech,Freemium,Information Technology,Mobile,Small and Medium Businesses,Software","San Francisco,California,United States,North America",United States,North America,101-250,http://use.expensify.com,2008-05-01,6,27200000.0,25-35m,late_stage_venture,2.0
214,d4bf242a-fd8d-0bb7-308a-e61840379c1e,Paack,"Pioneering delivery solution for eCommerce, enabling customer controlled time-slots and sustainable vehicle distribution.","Delivery,Delivery Service,E-Commerce,Logistics,Retail,Same Day Delivery","Barcelona,Catalonia,Spain,Europe",Spain,Europe,251-500,https://paack.co/,2015-12-01,7,82532595.0,75-85m,late_stage_venture,4.0
215,edb9e2bb-5b55-4a1f-b04d-7db30f55cbb0,H1,H1 is a developer of healthcare data analytics platform intended to help companies make smarter scientific decisions,"Analytics,Biotechnology,Health Care,Pharmaceutical","New York,New York,United States,North America",United States,North America,11-50,https://h1insights.com/,2017-01-01,3,12900000.0,5-15m,early_stage_venture,2.0
216,29a6fbf1-56f9-4638-9838-d45464d73a94,Perfect Diary,Perfect Diary is an e-commerce-based cosmetic brand.,E-Commerce,"Guangzhou,Guangdong,China,Asia",China,Asia,101-250,http://www.perfectdiary.com/,2015-01-01,2,100000000.0,85-100m,,1.0
217,14fd786a-6e6e-f8fb-fa01-f44a63048f40,Ushur,Ushur is a cloud-based AI company that automates service workflows in both the backend process and conversational interfaces.,"Artificial Intelligence,Cloud Management,Customer Service,Information Technology,Internet,Machine Learning,Natural Language Processing,SaaS,Software","Santa Clara,California,United States,North America",United States,North America,51-100,https://ushur.com,2014-01-01,3,37000000.0,35-45m,early_stage_venture,2.0
218,2322407c-d2ec-4fa5-b9db-113677ca7a8c,Papercup,Papercup translates videos using AI by generating voices that sound like the original speaker,"Apps,Artificial Intelligence,Digital Media,Machine Learning,Media and Entertainment,Software,Video","London,England,United Kingdom,Europe",United Kingdom,Europe,11-50,https://www.papercup.com/,2017-12-01,2,13296346.0,5-15m,,2.0
219,6366e907-3ea8-48bb-b16f-d4eff35ffb48,Wyze Labs,Wyze Labs is a smart home device company that aims to make smart home tech accessible to everyone.,"Consumer Electronics,Electronics,Smart Home,Wearables","Kirkland,Washington,United States,North America",United States,North America,11-50,https://www.wyze.com/,2017-01-01,4,45000000.0,35-45m,early_stage_venture,4.0
220,15354a6e-c6e0-68ab-9214-52afaf0cf453,project44,project44 is the world’s leading advanced visibility platform for shippers and third-party logistics firms.,"Developer APIs,Enterprise Software,Finance,Freight Service,Logistics,Personal Branding,Personal Finance,SaaS,Shipping,Transportation","Chicago,Illinois,United States,North America",United States,North America,101-250,http://www.project44.com/,2014-01-01,5,90500000.0,85-100m,late_stage_venture,2.0
221,be5128c1-4e0e-84b7-1e71-8c0ddbfb4f1a,goTenna,GoTenna is advancing universal access to connectivity by building intelligent and scalable mobile mesh networks.,"Consumer Electronics,Hardware,Messaging,Mobile,Privacy,Software","Brooklyn,New York,United States,North America",United States,North America,11-50,http://www.gotenna.com,2012-11-01,4,40800000.0,35-45m,late_stage_venture,2.0
222,95da2158-607a-d69c-1492-f68b01832636,Amperity,Amperity is an AI-powered Customer Data Management platform,"Advertising,Analytics,Artificial Intelligence,Big Data,Consumer,Data Center Automation,Machine Learning,Marketing,Software","Seattle,Washington,United States,North America",United States,North America,101-250,https://amperity.com/,2016-01-01,3,87000000.0,85-100m,late_stage_venture,2.0
223,1e349e9f-1206-6a22-434b-9ca4281a360d,Bambee,Bambee allows small and medium-sized businesses to hire an HR manager for just $99 a month.,"Human Resources,SaaS,Software","Los Angeles,California,United States,North America",United States,North America,51-100,https://www.bambee.com,2016-06-01,3,10500000.0,5-15m,early_stage_venture,1.0
224,94bc0512-7f5f-32ca-594a-d242ef00c500,eero,Eero offers a Wi-Fi system for household use.,"Consumer Electronics,Internet,Internet of Things,Wireless","San Francisco,California,United States,North America",United States,North America,51-100,https://www.eero.com/,2015-02-01,4,90000000.0,85-100m,m_and_a,3.0
225,73940527-fd2b-a98f-0ed8-778eb3ab727b,Truebill,Truebill utilizes AI to enable users to manage their personal finances and improve their financial health.,"Billing,Finance,Financial Services,FinTech,Personal Finance","San Francisco,California,United States,North America",United States,North America,101-250,http://www.truebill.com,2015-01-01,6,38900000.0,35-45m,late_stage_venture,3.0
226,7bb8a828-be2a-42ec-9e81-e93c9b204807,Playco,Playco is a developer of instant-play games across a variety of platforms.,"Gamification,Gaming,Online Games,Video Streaming","Tokyo,Tokyo,Japan,Asia",Japan,Asia,11-50,https://www.play.company,2020-01-01,3,100000000.0,85-100m,early_stage_venture,4.0
227,407f1ccb-dd04-413f-8e09-7c30e1c72bd6,Turing,Turing is an automated platform that lets companies to hire and manage remote software developers.,"Artificial Intelligence,Developer Platform,Freelance,Information Technology,Mobile Apps,Recruiting,Software","Palo Alto,California,United States,North America",United States,North America,101-250,https://turing.com,2018-03-22,4,46000000.0,45-55m,early_stage_venture,2.0
228,20166322-6093-45bb-b047-dfeee1623646,Supergreat,A community of real people reviewing the beauty products that work for them.,"Communities,Mobile Apps","New York,New York,United States,North America",United States,North America,1-10,https://supergreat.reviews/,2018-01-01,2,9000000.0,5-15m,early_stage_venture,2.0
229,f7273f3d-7451-1168-17b6-7add696a70f1,BitPay,BitPay provides enterprise-grade bitcoin payment solutions for businesses and organizations.,"Bitcoin,Finance,FinTech,Payments,Peer to Peer","Atlanta,Georgia,United States,North America",United States,North America,101-250,http://bitpay.com/,2011-05-01,6,72510000.0,65-75m,early_stage_venture,2.0
230,a708f226-b91b-c7be-f15f-1569b6d79519,IndiaMART,IndiaMART.com is India’s largest online B2B marketplace connecting buyers with suppliers.,"B2B,E-Commerce,Marketplace,Procurement,Small and Medium Businesses","Noida,Uttar Pradesh,India,Asia",India,Asia,1001-5000,http://www.indiamart.com,1996-04-01,4,40839799.0,35-45m,ipo,2.0
231,a8955776-b063-4c43-9079-60630b586ca2,TransparentBusiness,TransparentBusiness is a SaaS platform designed to increase remote workforce and freelancer productivity.,"Information Technology,Internet,Project Management,SaaS,Software","New York,New York,United States,North America",United States,North America,11-50,https://transparentbusiness.com/,2015-06-22,7,27390000.0,25-35m,,2.0
232,4ff0ba65-f503-e4c2-b836-ce0d871d7edd,Instructure,Instructure is a learning technology company and the creator of the Canvas learning management system for K-12 and higher education.,"Cloud Management,EdTech,Education,Enterprise Software,Software","Salt Lake City,Utah,United States,North America",United States,North America,501-1000,http://www.instructure.com,2008-05-01,5,89100000.0,85-100m,m_and_a,2.0
233,e799caf7-ca8c-b0d9-b789-7d5c6e6ea0ee,Landit,Landit is a personalized career pathing platform that enables women and diverse groups to succeed in the workplace.,"Career Planning,Software,Women's","New York,New York,United States,North America",United States,North America,11-50,http://www.landit.com,2014-01-01,3,18900000.0,15-25m,early_stage_venture,2.0
234,3860d241-aff1-615b-70a9-95c7f3803b6f,Contractbook,Contractbook is a digital contract management platform where you can manage the entire lifecycle of your contracts in one flow.,"Legal Tech,SaaS,Software","Copenhagen,Hovedstaden,Denmark,Europe",Denmark,Europe,11-50,http://contractbook.com,2016-01-01,3,13277351.0,5-15m,early_stage_venture,3.0
235,51365a55-ffdc-47a8-bd65-8d8c08e94a53,Databand,Databand provides an observability platform for data and machine learning pipelines.,"Data Integration,Data Visualization,Information Technology,Machine Learning,Software","Tel Aviv,Tel Aviv,Israel,Asia",Israel,Asia,11-50,https://databand.ai/,2018-01-01,3,14500000.0,5-15m,early_stage_venture,3.0
236,4debf74e-904c-8135-24ab-b9dac5491479,ClickIPO,"ClickIPO is a financial services that specializes in the fields of initial public offerings, securities, software, IPO, and investing.","Financial Services,FinTech,Retail,Security,Software","Scottsdale,Arizona,United States,North America",United States,North America,1-10,https://clickipo.com,2011-01-01,4,8231437.0,5-15m,seed,3.0
237,e6ded9c4-6031-c5d2-4293-1b3f9eb6d818,ExecOnline,ExecOnline is a provider of school-certified online executive education programs and executive training solutions.,"E-Learning,EdTech,Education","New York,New York,United States,North America",United States,North America,101-250,https://www.execonline.com/,2012-04-01,7,40926100.0,35-45m,late_stage_venture,1.0
238,5112119f-6bb7-4417-8d55-a42295ec9277,Goldbelly,Goldbelly is an online platform for specialty food makers and artisans.,"E-Commerce,Food and Beverage,Internet,Online Portals","New York,New York,United States,North America",United States,North America,11-50,https://www.goldbelly.com/,2012-01-01,6,33120000.0,25-35m,early_stage_venture,4.0
239,44771bf5-8fd7-4c7d-a627-e44c2e07df69,Planet FWD,Planet FWD specializes in developing a regenerative food platform.,"Farming,Food and Beverage,Snack Food","San Francisco,California,United States,North America",United States,North America,1-10,https://planetfwd.com/,2019-01-01,2,5200000.0,5-15m,seed,1.0
240,07e8bad7-909a-09fb-2584-a50c6a432aa0,TaskRabbit,"TaskRabbit is a platform that matches up users with help on furniture assembly, moving, and other handyman services.","Apps,E-Commerce,Home Services,Location Based Services,Mobile,Peer to Peer,Sharing Economy","San Francisco,California,United States,North America",United States,North America,51-100,http://www.taskrabbit.com,2008-01-01,7,37675000.0,35-45m,m_and_a,3.0
241,8c7f30ae-a00d-7fe8-d0b5-7a13a4d1c1ac,Wondery,"Wondery, a network of storytellers, creates and curates immersive podcasts.","Audio,Digital Media,Media and Entertainment,Podcast","West Hollywood,California,United States,North America",United States,North America,11-50,https://wondery.com/,2016-01-01,3,15000000.0,5-15m,early_stage_venture,1.0
242,957ea982-712b-f11c-37b1-f0c8c0dc471a,Tipa,TIPA is an Israeli startup in the clean-tech field that develops and produces fully compostable flexible packaging.,"CleanTech,Food and Beverage,Manufacturing,Sustainability","Hod Hasharon,HaMerkaz,Israel,Asia",Israel,Asia,51-100,https://tipa-corp.com,2010-03-01,5,46000000.0,45-55m,late_stage_venture,2.0
243,082f044b-45ea-4cc3-aae3-f7e506e032dd,Congenica,Congenica is the provider of the diagnostic decision support platform.,"Bioinformatics,Genetics,Health Care,Medical","Cambridge,Cambridgeshire,United Kingdom,Europe",United Kingdom,Europe,11-50,https://www.congenica.com/,2013-01-01,6,82364941.0,75-85m,late_stage_venture,6.0
244,c27432bd-2fc2-4f14-8d2d-8107215726a7,Spacemaker AI,Spacemaker AI develops a game changing AI technology that discovers the smartest ways to maximize the value of any building site.,"Artificial Intelligence,Information Services,Information Technology,Real Estate","Oslo,Oslo,Norway,Europe",Norway,Europe,101-250,https://spacemaker.ai/,2016-01-01,2,25000000.0,15-25m,m_and_a,3.0
245,496d7b7c-e70e-d681-e714-926f37fce2d7,Lucid,"Lucid provides direct human data to industries including market research, advertising technology, and business consultancy.","Advertising,Analytics,Enterprise Software","New Orleans,Louisiana,United States,North America",United States,North America,101-250,https://luc.id/,2010-03-10,6,64574451.0,55-65m,seed,2.0
246,dff5cc2e-d459-adce-148b-a6df5f0ac411,Purplle,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.","Beauty,Cosmetics,E-Commerce,Mobile Apps,Retail,Shopping","Mumbai,Maharashtra,India,Asia",India,Asia,101-250,https://www.purplle.com,2011-09-01,9,48649357.0,45-55m,,2.0
247,5c6e6c34-d238-41b6-996b-53b6dfaf964f,Mosa Meat,Mosa Meat produces a slaughter-free hamburger made directly from cow cells.,"Food and Beverage,Food Processing","Maastricht,Limburg,The Netherlands,Europe",The Netherlands,Europe,11-50,http://www.mosameat.com,2015-10-01,4,74934358.0,65-75m,early_stage_venture,2.0
248,54459a4b-2844-4a87-b88e-4bf820031609,LinkAja,LinkAja is an electronic-based service that makes your financial transactions more exciting.,"Financial Services,FinTech","Jakarta,Jakarta Raya,Indonesia,Asia",Indonesia,Asia,101-250,https://www.linkaja.id/,2019-01-01,2,100000000.0,85-100m,early_stage_venture,
249,60ae2096-5eeb-5de9-9f62-1bd3f418594e,Course Hero,"Course Hero is an online learning platform with study resources that help students feel confident and prepared, from day one to graduation.","Crowdsourcing,E-Learning,EdTech,Education,Internet,Subscription Service","Redwood City,California,United States,North America",United States,North America,251-500,https://www.coursehero.com,2006-10-01,8,97393000.0,85-100m,early_stage_venture,3.0
250,c665f02c-a6ae-4edb-9479-1fe2415912cc,Valiu,"Valiu is a developing a digital remittance platform that enables migrants to send money via cash, debit, or credit.","Cryptocurrency,Finance,Financial Services,FinTech","Bogotá,Distrito Especial,Colombia,South America",Colombia,South America,11-50,https://valiu.com,2018-09-17,2,6477000.0,5-15m,seed,3.0
251,52764523-1907-f4a3-992f-49c90853e8a4,Kinetic,Kinetic develops wearable devices connected to cloud-based software in order to reduce workplace injuries for the industrial workforce.,"Analytics,Information Technology,Internet of Things,Sensor,Software,Wearables","New York,New York,United States,North America",United States,North America,11-50,http://www.wearkinetic.com,2014-10-08,6,17414928.0,15-25m,early_stage_venture,2.0
252,a47aed02-1fd3-b07f-494d-9b45ef14c8af,Quiqup,"Quiqup is a provider of on-demand, same-day, and scheduled delivery solutions to retailers and restaurants.","B2B,B2C,Courier Service,Delivery Service,Retail,Same Day Delivery,Supply Chain Management","Dubai,Dubai,United Arab Emirates,Asia",United Arab Emirates,Asia,101-250,http://www.quiqup.com/,2014-01-01,5,47500000.0,45-55m,early_stage_venture,5.0
253,25164cbe-ec41-d7b0-a083-29d396250956,Vault,Attract top talent with a workplace benefit that helps your employees crush their student loan debt.,"Financial Services,Lending,Personal Finance","Austin,Texas,United States,North America",United States,North America,11-50,https://vault.co,2013-01-01,5,12478473.0,5-15m,,3.0
254,698e76c7-ea79-8c4b-802b-1ac148e47fd6,Gorgias,Gorgias is a multi-channel helpdesk integrated for online merchants.,"Browser Extensions,Computer,Customer Service,E-Commerce,Information Technology,Software","San Francisco,California,United States,North America",United States,North America,101-250,https://gorgias.io/,2015-03-01,5,42400000.0,35-45m,early_stage_venture,2.0
255,77d4a596-97f5-8a87-9049-6e86b14a309c,TransferGo,TransferGo offers international money transfers for both migrant workers & businesses using their digital account-to-account business model.,"B2B,Business Intelligence,Finance,Financial Services,FinTech,Payments","London,England,United Kingdom,Europe",United Kingdom,Europe,11-50,http://www.transfergo.com,2012-01-18,13,64390219.0,55-65m,,4.0
256,ae331822-c3b7-10e8-d89b-3afcb3540b4a,Accern,Accern accelerates AI workflows for enterprises with a no-code AI development platform.,"Analytics,Artificial Intelligence,Big Data,Enterprise Software,Finance,Machine Learning,Natural Language Processing,Predictive Analytics","New York,New York,United States,North America",United States,North America,11-50,https://accern.com,2014-08-04,4,14775000.0,5-15m,early_stage_venture,2.0
257,4b51a987-4fde-44a2-a22b-c863fb42f4b6,Fast,"Fast is the home of Fast Checkout, bringing one-click buying to the entire internet","Apps,Cyber Security,Information Technology,Internet,Security","San Francisco,California,United States,North America",United States,North America,51-100,https://www.fast.co,2019-03-01,3,22500000.0,15-25m,early_stage_venture,2.0
258,9e15e97c-4689-e5f5-34eb-fbc2edc50d49,Invesco,Invesco is an independent investment management firm delivering an investment experience designed to help people get more out of life.,"Finance,Financial Services,Venture Capital","Atlanta,Georgia,United States,North America",United States,North America,1001-5000,http://www.invesco.com/,1935-12-01,1,,,ipo,
259,df205727-5c9f-4364-b7fb-4e8fc30288b9,Apprentice.io,Apprentice.io develops an intelligent manufacturing execution system that helps life science teams scale faster.,"Artificial Intelligence,Augmented Reality,Machine Learning,Software","Jersey City,New Jersey,United States,North America",United States,North America,101-250,http://apprentice.io,2014-01-01,4,42000000.0,35-45m,early_stage_venture,3.0
260,1a58bcdc-fc74-2847-0235-0af5724a5e2a,ActivTrak,"ActivTrak is the only cloud-native user Activity Monitoring (UAM) tool to help teams improve security, compliance and productivity.","Business Intelligence,Information Services,Information Technology,SaaS,Software","Austin,Texas,United States,North America",United States,North America,11-50,https://activtrak.com/,2012-02-12,2,70000000.0,65-75m,early_stage_venture,2.0
261,76f92407-07bc-8bd9-9b42-0579d9a219d5,Babyscripts,"Babyscripts is a clinically validated, digital healthcare company.","Child Care,Health Care,mHealth,Mobile Apps","Washington,District of Columbia,United States,North America",United States,North America,11-50,http://www.getbabyscripts.com,2013-03-08,8,20260448.0,15-25m,,2.0
262,e1ebb95f-1701-d594-4f08-f1549fd3498d,TVision,Using cutting edge technology to measure what was once unmeasurable - how people really watch TV.,"Advertising,Analytics,Market Research,Motion Capture","New York,New York,United States,North America",United States,North America,11-50,http://www.tvisioninsights.com/,2014-12-01,7,40650000.0,35-45m,,3.0
263,ebc9da35-99be-4c28-9ab8-f83a01ed948f,Hella Infra Market,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,"E-Commerce,Information Technology,Marketplace,Property Management,Real Estate","Thane,Maharashtra,India,Asia",India,Asia,101-250,https://www.infra.market/,2016-07-15,5,48745746.0,45-55m,early_stage_venture,2.0
264,cdabb6f7-7de9-29ea-515e-6fac33f63a45,Collective Medical Technologies,Collective Medical Technologies is a Salt Lake City-based health technology company.,"Health Care,Information Technology,Risk Management","Draper,Utah,United States,North America",United States,North America,101-250,https://www.collectivemedicaltech.com/,2006-01-01,2,47500000.0,45-55m,m_and_a,2.0
265,305a82f5-4af3-1052-b5db-55c66575623f,BBC,"BBC is a large-scale broadcasting corporation that offers content to inform, educate, and entertain people.","Broadcasting,Media and Entertainment,News,Social News","London,England,United Kingdom,Europe",United Kingdom,Europe,10001+,http://www.bbc.com/,1922-10-18,1,,,,
266,2bc2d5c9-37d3-86b4-ceba-f5cf3f34dc82,Pipe,Pipe is the new way for SaaS companies to finance growth without equity dilution or venture debt.,"Finance,Financial Services,Internet,SaaS","Los Angeles,California,United States,North America",United States,North America,11-50,http://www.pipe.com,2019-08-01,3,66000000.0,65-75m,,3.0
267,1ee9b1c3-fbc6-7a54-4c70-a4f8b9d11b1d,Finicity,"Finicity provides open banking services, real-time financial data access and insights.","Banking,Big Data,Cloud Data Services,Cyber Security,Data Integration,Data Visualization,Financial Services,FinTech,Payments","Salt Lake City,Utah,United States,North America",United States,North America,501-1000,http://www.finicity.com,1999-01-01,4,79900000.0,75-85m,m_and_a,3.0
268,68cf93f3-2f0c-7d33-4646-ba041aed5c46,EnsoData,EnsoData is a startup that utilizes artificial intelligence to analyze the human body to diagnose health conditions.,"Analytics,Artificial Intelligence,Health Care,Information Technology,Machine Learning,Software","Madison,Wisconsin,United States,North America",United States,North America,11-50,https://www.ensodata.com,2015-01-01,3,11050000.0,5-15m,early_stage_venture,4.0
269,99fc6384-bbe5-06b5-4c0a-4b9d20d5be45,Mambu,Mambu is an SaaS banking engine powering innovative lending and deposits.,"Banking,Cloud Computing,Financial Services,Lending,SaaS,Software","Berlin,Berlin,Germany,Europe",Germany,Europe,101-250,http://www.mambu.com,2011-01-01,5,47960254.0,45-55m,late_stage_venture,3.0
270,5332ab9b-55a4-a212-b2cc-d132332301d4,Shippo,Shippo is a multi-carrier shipping API and web app that helps businesses navigate the complexities of shipping.,"B2B,Developer APIs,E-Commerce,Logistics,Shipping,Supply Chain Management","San Francisco,California,United States,North America",United States,North America,51-100,https://goshippo.com,2013-10-01,8,59275000.0,55-65m,late_stage_venture,3.0
271,9670772a-7be2-2e4b-8749-aaf1217b1ba3,Cellwize,"Cellwize enables mobile network operators to accelerate their 5G journey with a cloudified, AI-driven RAN automation platform.","Big Data,Information Technology,Internet of Things,Mobile,Network Security,Telecommunications","Singapore,Central Region,Singapore,Asia",Singapore,Asia,101-250,http://cellwize.com/,2013-01-01,4,46500000.0,45-55m,early_stage_venture,2.0
272,7fd47a0c-d6d4-8f21-62e3-b59e0cdd6a23,Ava,"Ava is a patented multi-sensor bracelet, which allows women to precisely and conveniently predict fertile days.","Fertility,Health Care,Medical,Medical Device,Personal Health,Women's","Zürich,Zurich,Switzerland,Europe",Switzerland,Europe,51-100,http://www.avawomen.com,2014-09-11,6,42405295.0,35-45m,early_stage_venture,4.0
273,4026ca75-3564-1f5f-a77f-c434bf02ead5,OncoImmune,OncoImmune is a clinical-stage biopharmaceutical company that develops solutions for the treatment of cancer.,"Biopharma,Biotechnology,Health Care,Medical Device,Pharmaceutical","Rockville,Maryland,United States,North America",United States,North America,11-50,http://www.oncoimmune.com/,2000-01-01,3,74000000.0,65-75m,m_and_a,4.0
274,b17e0ba5-21de-290d-3278-3bf2ffb3eefe,Jopwell,Jopwell is a digital recruiting platform that connects your recruiters with diverse professionals and students.,"Professional Services,Recruiting","New York,New York,United States,North America",United States,North America,11-50,http://www.jopwell.com,2014-09-01,4,11870000.0,5-15m,early_stage_venture,2.0
